latitude,rating,url,name,longitude
42.825527,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4947920-Reviews-Broadway_Bobby_s_Pizzeria-Buffalo_New_York.html,Broadway Bobby's Pizzeria,-78.826385
42.8513,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d408954-Reviews-Hong_Kong_Kitchen-Buffalo_New_York.html,Hong Kong Kitchen,-78.805
42.9228,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d409107-Reviews-Raymondo_s_Pizzeria-Buffalo_New_York.html,Raymondo's Pizzeria,-78.79791
42.94791,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d6616710-Reviews-Manakeesh_More-Buffalo_New_York.html,Manakeesh & More,-78.865585
42.898716,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d6998050-Reviews-Wally_s_Cafe_and_Pizzeria-Buffalo_New_York.html,Wally's Cafe and Pizzeria,-78.7975
42.95843,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d829981-Reviews-DiMarco_s-Buffalo_New_York.html,DiMarco's,-78.83236
42.975918,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d5602793-Reviews-Mike_s_Subs_Kenmore_s_Original-Buffalo_New_York.html,Mike's Subs-Kenmore's Original,-78.8717
42.8996,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d3388676-Reviews-Colter_Bay_Grill-Buffalo_New_York.html,Colter Bay Grill,-78.873566
42.968113,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4628421-Reviews-Dooley_s-Buffalo_New_York.html,Dooley's,-78.84836
42.87852,4.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d1073996-Reviews-DiTondo_s-Buffalo_New_York.html,DiTondo's,-78.86285
42.902233,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4655595-Reviews-Chuck_s-Buffalo_New_York.html,Chuck's,-78.87049
42.894634,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4840706-Reviews-Jacobi_s_Pizza_Express-Buffalo_New_York.html,Jacobi's Pizza Express,-78.87716
42.784,5.0,https://www.tripadvisor.com/Restaurant_Review-g60974-d4417819-Reviews-Subway-Buffalo_New_York.html,Subway,-78.81121
